,TestStatistic,1840pad,1840pbe,1840pcf,10310_4134pa,ski2008pa,23182pa,7207_339pa,SCRAPIE,9914_1261pa,2867pbd,2867pac,SCA,19677_1261pa,19677_1261pb,HD,14499pab,AllIndStudies,Meta,TestStatistic
,,scrapie,scrapie,scrapie,scrapie,scrapie,scrapie,scrapie,all scrp,SCA,SCA,SCA,all SCA,Huntington,Huntington,all HD,Alzheim,,,
NM_023142,-1.94991995847078,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.94991995847078
NM_023149,1.01445984033753,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.01445984033753
NM_023153,2.67592835046683,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.67592835046683
NM_023175,-1.99706286912121,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.99706286912121
NM_023243,0.151799293070504,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.151799293070504
NM_023249,0.223393338359638,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.223393338359638
NM_023311,3.37472706791255,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3.37472706791255
NM_023409,-1.03397305471973,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.03397305471973
NM_023429,1.15918704648964,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.15918704648964
NM_023434,-1.94597983554221,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.94597983554221
NM_023440,0.07465802060806,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.07465802060806
NM_023580,1.19100691289965,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.19100691289965
NM_024124,-0.761392546452317,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.761392546452317
NM_024225,2.32190487663425,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.32190487663425
NM_024233,1.18239621406755,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.18239621406755
NM_024249,-1.72483047646967,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.72483047646967
NM_024261,-0.04022124350235,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.04022124350235
NM_024263,-1.49120599674606,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.49120599674606
NM_024264,-1.51804319003396,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.51804319003396
NM_024281,-3.45758119708822,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-3.45758119708822
NM_024436,-0.120022806237734,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.120022806237734
NM_024456,2.08417168269426,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.08417168269426
NM_025272,-0.57787199586315,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.57787199586315
NM_025360,1.47454183678788,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.47454183678788
NM_025378,-3.0679179201314,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-3.0679179201314
NM_025384,2.08376389203731,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.08376389203731
NM_025422,0.907882154300202,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.907882154300202
NM_025437,0.957715400505828,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.957715400505828
NM_025569,-0.803696658497495,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.803696658497495
NM_025570,-3.49190816044718,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-3.49190816044718
NM_025610,0.022790509094519,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.022790509094519
NM_025641,-0.380588169159978,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.380588169159978
NM_025657,1.05850882501132,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.05850882501132
NM_025662,-2.75893280978037,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2.75893280978037
NM_025697,-2.33979439672919,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.33979439672919
NM_025730,1.22104128577428,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.22104128577428
NM_025817,-1.3741332944293,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.3741332944293
NM_025858,0.10866511602328,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.10866511602328
NM_025892,1.43990817820386,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.43990817820386
NM_025921,0.006217357404889,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.006217357404889
NM_025926,0.969456167965113,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.969456167965113
NM_025942,0.863825160809542,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.863825160809542
NM_025978,-0.336179663780096,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.336179663780096
NM_025982,-1.93756616890604,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.93756616890604
NM_026010,-0.724074229417315,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.724074229417315
NM_026033,-1.00787146920183,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.00787146920183
NM_026042,1.96290132680468,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.96290132680468
NM_026062,1.41204923348058,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.41204923348058
NM_026139,-2.53318287399271,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.53318287399271
NM_026162,-1.06719088854748,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.06719088854748
NM_026168,0.628363628508383,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.628363628508383
NM_026316,2.18986509046302,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.18986509046302
NM_026321,-1.65977620709535,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.65977620709535
NM_026325,-0.211520190773677,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.211520190773677
NM_026345,-0.696625248812098,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.696625248812098
NM_026392,-1.04753349402045,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.04753349402045
NM_026402,0.652853157735002,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.652853157735002
NM_026405,-0.273220956128249,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.273220956128249
NM_026406,-0.990938458577816,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.990938458577816
NM_026417,0.423233690421907,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.423233690421907
NM_026440,-0.48608806672723,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.48608806672723
NM_026443,-0.661553025807446,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.661553025807446
NM_026474,-0.897809853925144,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.897809853925144
NM_026578,-1.04663261321106,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.04663261321106
NM_026603,-0.806620184870669,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.806620184870669
NM_026615,1.87727815317946,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.87727815317946
NM_026653,-0.052013411766588,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.052013411766588
NM_026669,-2.85073155903242,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.85073155903242
NM_026678,-2.07645955790495,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2.07645955790495
NM_026719,0.883747856028503,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.883747856028503
NM_026775,0.455239452173235,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.455239452173235
NM_026790,-0.222628493496301,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.222628493496301
NM_026819,-2.44932820274301,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.44932820274301
NM_026873,0.429953786840083,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.429953786840083
NM_026902,1.73840680806355,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.73840680806355
NM_026950,-1.89337702407689,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.89337702407689
NM_027008,0.178950913043474,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.178950913043474
NM_027154,-0.809912682003733,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.809912682003733
NM_027206,0.603161067072174,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.603161067072174
NM_027208,0.833962167663364,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.833962167663364
NM_027209,-1.05266365275192,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.05266365275192
NM_027216,-4.61146321362083,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-4.61146321362083
NM_027280,-0.819919095998154,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.819919095998154
NM_027324,1.34268402915104,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.34268402915104
NM_027352,-1.23382245030744,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.23382245030744
NM_027430,1.76771507459129,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.76771507459129
NM_027453,-1.06546455077524,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.06546455077524
NM_027519,2.08749222444881,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.08749222444881
NM_027764,0.423155135231384,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.423155135231384
NM_027769,-1.87765606705085,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.87765606705085
NM_027835,-0.590280041765686,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.590280041765686
NM_027870,-2.59098191672148,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.59098191672148
NM_027889,-2.15040979525435,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2.15040979525435
NM_027993,0.099290367965072,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.099290367965072
NM_028030,-1.22291531846352,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.22291531846352
NM_028065,-2.57501440149258,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.57501440149258
NM_028071,-2.24198329466568,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.24198329466568
NM_028262,-0.750944673850074,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.750944673850074
NM_028266,1.93138422004072,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.93138422004072
NM_028319,-1.65279830471191,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.65279830471191
NM_028426,-1.20867411996988,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.20867411996988
NM_028728,-1.44347318738182,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.44347318738182
NM_028732,-1.88450789238708,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.88450789238708
NM_028751,1.70325383229131,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.70325383229131
NM_028777,-2.58537568733845,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2.58537568733845
NM_028782,-1.90528512278455,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.90528512278455
NM_028864,0.703681047410922,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.703681047410922
NM_029025,1.44171038639365,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.44171038639365
NM_029332,-0.957841170626558,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.957841170626558
NM_029364,0.082122398035286,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.082122398035286
NM_029409,0.156866152625141,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.156866152625141
NM_029447,-1.28767630391425,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.28767630391425
NM_029467,-1.68449474296676,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.68449474296676
NM_029659,-1.36556590780183,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.36556590780183
NM_029692,0.902486189760083,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.902486189760083
NM_029746,-0.344750929620612,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.344750929620612
NM_030066,-2.48037434535122,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.48037434535122
NM_030249,-1.07655756497001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.07655756497001
NM_030265,-0.588463214994633,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.588463214994633
NM_030692,-1.03344042687507,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.03344042687507
NM_030707,1.01847902928569,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.01847902928569
NM_030720,1.47997863303058,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.47997863303058
NM_031156,-1.37096707968472,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.37096707968472
NM_031165,0.847744332729623,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.847744332729623
NM_031374,1.48525658843539,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.48525658843539
NM_031376,-3.12413468467178,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-3.12413468467178
NM_031406,-2.13921950064455,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.13921950064455
NM_031843,-0.853807943110548,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.853807943110548
NM_032397,-0.880864645698354,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.880864645698354
NM_033072,2.19957693108729,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.19957693108729
NM_033560,2.00967499281123,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.00967499281123
NM_033572,-0.339289822020542,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.339289822020542
NM_052977,0.64011389883123,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.64011389883123
NM_052991,-2.08569711010823,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.08569711010823
NM_052992,-2.08569711010823,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.08569711010823
NM_053108,-0.401155485623458,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.401155485623458
NM_053143,0.252918973571658,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.252918973571658
NM_053178,2.18224290725974,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2.18224290725974
NM_053268,-2.69005611645612,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.69005611645612
NM_054049,0.127094724271373,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.127094724271373
NM_080456,1.44568956116856,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.44568956116856
NM_080555,-0.809331080044047,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.809331080044047
NM_080558,-1.45439899647217,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.45439899647217
NM_080637,0.462740230955384,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.462740230955384
NM_080638,-0.411168092147556,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.411168092147556
NM_080793,1.00330768683725,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.00330768683725
NM_080853,1.50760724535997,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.50760724535997
NM_130893,0.163055229704325,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.163055229704325
NM_133241,-2.91594699781738,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.91594699781738
NM_133648,-0.463886918156482,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.463886918156482
NM_133675,-2.39196731694343,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.39196731694343
NM_133676,-2.1070086598868,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.1070086598868
NM_133684,0.948001337715059,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.948001337715059
NM_133685,0.160334996029428,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.160334996029428
NM_133719,-0.946149666041137,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.946149666041137
NM_133752,0.891161441229707,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.891161441229707
NM_133756,-2.35691122843424,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.35691122843424
NM_133798,1.41222995689794,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.41222995689794
NM_133809,-1.67649716875976,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.67649716875976
NM_133823,1.43580719291483,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.43580719291483
NM_133949,1.03752294076706,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.03752294076706
NM_133977,-2.85718721332204,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.85718721332204
NM_134076,-1.45973514903332,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.45973514903332
NM_134114,1.35482751814449,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.35482751814449
NM_134116,0.213168657524845,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.213168657524845
NM_138651,-1.44597974866261,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.44597974866261
NM_138665,0.67069761385545,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.67069761385545
NM_138677,-1.95076964299458,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.95076964299458
NM_138757,-2.58134936277208,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.58134936277208
NM_139148,-1.04315196671482,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.04315196671482
NM_139307,-0.982078132697572,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.982078132697572
NM_144520,-1.47492036631276,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.47492036631276
NM_144850,-2.07030157169087,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.07030157169087
NM_144875,-0.653668481330405,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.653668481330405
NM_144886,0.95030255998338,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.95030255998338
NM_144899,-2.23149993621112,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.23149993621112
NM_144904,-0.377952440779756,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.377952440779756
NM_144906,1.44501969407257,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.44501969407257
NM_144908,-0.966743239162318,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.966743239162318
NM_144910,-0.91216632201987,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.91216632201987
NM_144923,-2.99531458413177,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.99531458413177
NM_145220,-1.71276651999181,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.71276651999181
NM_145398,2.16491010953009,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2.16491010953009
NM_145400,-2.52821802557693,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.52821802557693
NM_145420,-2.27221579859582,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.27221579859582
NM_145522,-0.216582776616313,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.216582776616313
NM_145550,-2.31203390983114,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2.31203390983114
NM_145571,-1.55622564188703,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.55622564188703
NM_145588,-1.69439768568652,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.69439768568652
NM_145599,-1.30743255270926,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.30743255270926
NM_145614,-0.827928876065483,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.827928876065483
NM_145619,0.787161133246015,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.787161133246015
NM_145838,-1.06220340517759,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.06220340517759
NM_145942,2.10810973134647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.10810973134647
NM_145967,-2.46538167229106,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.46538167229106
NM_146068,-2.0789148621467,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.0789148621467
NM_146069,1.14254760515273,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.14254760515273
NM_146094,1.83178338593069,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.83178338593069
NM_146120,1.41563246466494,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.41563246466494
NM_146131,0.469244181893137,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.469244181893137
NM_146141,-2.37082407765124,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.37082407765124
NM_146162,-2.60823188648652,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-2.60823188648652
NM_146218,-1.62888669467147,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.62888669467147
NM_146226,-0.329694299294043,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.329694299294043
NM_146229,-0.12000428986943,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.12000428986943
NM_147220,1.87336442360714,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.87336442360714
NM_147779,1.00206954800359,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.00206954800359
NM_153122,-1.39171939545919,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.39171939545919
NM_153142,0.171593156600113,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.171593156600113
NM_153513,0.326149651655888,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.326149651655888
NM_153543,0.583763425247617,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.583763425247617
NM_153561,1.21571763838629,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.21571763838629
NM_153578,-1.44894322417069,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.44894322417069
NM_153793,-1.32720812467223,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.32720812467223
NM_170756,-0.571668443207699,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.571668443207699
NM_172145,1.89679099055065,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.89679099055065
NM_172267,-0.116419771775864,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.116419771775864
NM_172271,-0.099328839349591,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.099328839349591
NM_172409,0.980700157759202,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.980700157759202
NM_172436,-0.402807588506902,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.402807588506902
NM_172447,1.479865106735,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.479865106735
NM_172492,-1.18357256790335,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.18357256790335
NM_172507,1.49695958299703,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.49695958299703
NM_172520,0.303950963073886,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.303950963073886
NM_172532,0.814786677389509,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.814786677389509
NM_172563,-0.474015241173277,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.474015241173277
NM_172694,-0.093040344788426,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.093040344788426
NM_172767,-3.44323594940409,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-3.44323594940409
NM_172772,0.320918467124202,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.320918467124202
NM_172775,-0.093226410673464,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.093226410673464
NM_172893,-1.72842296265952,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.72842296265952
NM_172919,-1.5564089059867,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.5564089059867
NM_172943,-1.83344199989243,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-1.83344199989243
